name,name_pt,name_en,barcode,brands,categories,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,countries,source
jundiá creme,,,7898036491175,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Bananinha Cremosa,,,7898058980671,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Geleia Casa Madeira De Maracujá,,,7898070111107,Casa Madeira,,,,,,,,,,en:brazil; en:france,openfoodfacts
Champignons inteiros em conserva,Champignons inteiros em conserva,,7898075640732,Campo Belo,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:canned-foods; en:vegetables-based-foods,,,,,,,,,en:brazil,openfoodfacts
Italac Mix de Frutas,Italac Mix de Frutas,,7898080640826,Italac,,,,,,,,,,en:brazil,openfoodfacts
Pasta de Amendoim Integral Granulado,,Pasta de Amendoim Integral Granulado,7898126320873,Mandubim,en:plant-based-foods-and-beverages; en:plant-based-foods; en:legumes-and-their-products; en:legumes; en:nuts-and-their-products,,,,,,,,,en:brazil,openfoodfacts
Pasta de Amendoim Integral Granulada,Pasta de Amendoim Integral Granulada,,7898126320941,Mandubim,en:plant-based-foods-and-beverages; en:plant-based-foods; en:nuts-and-their-products; en:nuts; en:peanuts,,,,,,,,,en:brazil; en:france,openfoodfacts
Cogumelo Champignon em Conserva,Cogumelo Champignon em Conserva,,7898137930764,Ting,,,,,,,,,,en:brazil,openfoodfacts
Chokko Snack Black,Chokko Snack Black,,7898142856707,"Arcor,Arcor do Brasil",en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:confectioneries; en:chocolate-candies,,,,,,,,,en:brazil,openfoodfacts
Goma para tapioca,Goma para tapioca,,7898167870054,Raiz do Brasil,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:vegetables-based-foods; en:vegetables,,,,,,,,,en:brazil,openfoodfacts
Cogumelo Seco,Cogumelo Seco,,7898184030110,Casa Forte,,,,,,,,,,en:brazil,openfoodfacts
Lentilha Seca,Lentilha Seca,,7898184532973,Euro Foods,,,,,,,,,,en:brazil,openfoodfacts
Sú Fresh Nectar de Uva,Sú Fresh Nectar de Uva,,7898192030614,Su Fresh,en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:fruit-based-beverages,,,,,,,,,en:brazil,openfoodfacts
Tapioca,Tapioca,,7898201580604,Satélite,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:vegetables-based-foods; en:flours,,,,,,,,,en:brazil,openfoodfacts
Natural Whey,Natural Whey,Natural Whey Baunilha,7898205924398,Verde Campo,en:dairies; en:milks,,,,,,,,,en:brazil,openfoodfacts
Leite Integral Piracanjuba,Leite Integral Piracanjuba,Leite Integral,7898215151708,Piracanjuba,en:dairies; en:milks; en:homogenized-milks; en:uht-milks; en:whole-milks,,,,,,,,,en:brazil,openfoodfacts
Leite Longa Vida Semidesnatado Zero Lactose Piracanjuba,Leite Longa Vida Semidesnatado Zero Lactose Piracanjuba,Piracanjuba Zero Lactose,7898215152811,Piracanjuba,en:dairies; en:milks-liquid-and-powder; en:milks; en:homogenized-milks; en:pasteurised-products,,,,,,,,,en:brazil,openfoodfacts
Chocolate com Whey,Chocolate com Whey,Chocolate com Whey,7898231487362,Chokolah,,,,,,,,,,en:brazil,openfoodfacts
Cajuína Sabor Tropical,Cajuína Sabor Tropical,,7898261660056,natvita,,,,,,,,,,en:brazil,openfoodfacts
pure ghee,,,7898268910451,AIRON,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fats; en:spreads; en:vegetable-fats,,,,,,,,,en:brazil,openfoodfacts
Special Dark,,,7898292883493,Hershey's,,,,,,,,,,en:brazil; en:france,openfoodfacts
Granulado tradicional,Granulado tradicional,,7898292883868,Visconti,en:bread-coverings; en:cooking-helpers; en:food-decorations; en:pastry-helpers; en:sprinkles,,,,,,,,,en:brazil,openfoodfacts
Hershey's Cocada,Hershey's Cocada,,7898292886760,Hershey's,,,,,,,,,,en:brazil,openfoodfacts
Special Milk Castanha-do-Pará,Special Milk Castanha-do-Pará,,7898292888245,Hershey's,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:confectioneries; en:bars,,,,,,,,,en:brazil,openfoodfacts
Kisses chocolate ao leite,Kisses chocolate ao leite,,7898292888993,Hershey's,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates,,,,,,,,,en:brazil,openfoodfacts
Laranja Caseira,Laranja Caseira,,7898341432627,del Valle,,,,,,,,,,en:brazil,openfoodfacts
Granola,,,7898355440366,Paraoara,,,,,,,,,,en:brazil; en:france,openfoodfacts
Adelmo CasÃ©,Adelmo CasÃ©,,7898357410008,,en:beverages-and-beverages-preparations; en:beverages; en:alcoholic-beverages; en:beers,,,,,,,,,en:brazil,openfoodfacts
Ovomaltine Flocos Crocantes,Ovomaltine Flocos Crocantes,,7898409951824,"Associated British Foods, Liotécnica Alimentos, Ovomaltine, Pandurata Alimentos",pt:extrato-de-malte-sabor-chocolate,,,,,,,,,en:brazil; en:france,openfoodfacts
Fusili de Milho Sabor Original,Fusili de Milho Sabor Original,,7898501600033,tivva,,,,,,,,,,en:brazil,openfoodfacts
Penne de Milho com Chia,Penne de Milho com Chia,,7898501600897,tivva,,,,,,,,,,en:brazil,openfoodfacts
Tapioca,,,7898539941009,,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:vegetables-based-foods; en:vegetables,,,,,,,,,en:brazil; en:france,openfoodfacts
Aquim Rio de Janeiro,,,7898576130053,Q chocolate,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dark-chocolates,,,,,,,,,en:brazil; en:france,openfoodfacts
todo dia- lima e flor de laranjeira- natura,,todo dia- lima e flor de laranjeira- natura,7898616444966,,,,,,,,,,,en:brazil,openfoodfacts
leve crock,,,7898634260050,,,,,,,,,,,en:brazil,openfoodfacts
Coconut water pineapple,,,7898902230495,,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:coconut-waters,,,,,,,,,en:brazil; en:france,openfoodfacts
Goiabada Stella D'oro Pote 600GR,,,7898902299164,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Alfarroba com coco,,,7898903018337,Carob House,,,,,,,,,,en:brazil; en:france,openfoodfacts
Goiabada,,,7898903667559,,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:spreads; en:plant-based-spreads,,,,,,,,,en:brazil; en:france,openfoodfacts
óleo De Coco Extravirgem Orgânico Copra - 500ML,,,7898905356895,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Suco de Maçã Integral,Suco de Maçã Integral,,7898908593181,Senhor Viccino,,,,,,,,,,en:brazil,openfoodfacts
Soja Mania Ervas Finas,Soja Mania Ervas Finas,,7898909864020,Soja Mania,,,,,,,,,,en:brazil,openfoodfacts
Pimenta Biquinho,,,7898912222077,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Mel Apiário Breda,Mel Apiário Breda,,7898914948180,Apiário Breda,en:breakfasts; en:spreads; en:sweet-spreads; en:bee-products; en:farming-products,,,,,,,,,en:brazil,openfoodfacts
Biscoito de Polvilho,Biscoito de Polvilho,,7898916991016,É Gostoso,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil; en:france,openfoodfacts
Salame,,,7898918450016,,,,,,,,,,,en:brazil,openfoodfacts
suco de laranja integral,,suco de laranja integral,7898919902064,do bem,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:fruit-based-beverages; en:juices-and-nectars,,,,,,,,,en:brazil,openfoodfacts
Limonada DoBem,Limonada DoBem,,7898919902200,DoBem Bebidas,pt:bebidas-nao-alcolicas; pt:sucos,,,,,,,,,en:brazil,openfoodfacts
Água de coco DoBem,Água de coco DoBem,,7898919902293,DoBem bebidas,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:coconut-waters; pt:bebida-nao-alcoolica,,,,,,,,,en:brazil,openfoodfacts
Todo dia - Caju,Todo dia - Caju,Todo dia - Caju,7898919902897,Do bem,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:fruit-based-beverages; en:juices-and-nectars,,,,,,,,,en:brazil,openfoodfacts
Nutri Néctar sabor uva,Nutri Néctar sabor uva,Nutri Néctar sabor uva,7898920195141,Nutri Néctar,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:fruit-based-beverages; en:juices-and-nectars,,,,,,,,,en:brazil,openfoodfacts
Limonada Orgânica,Limonada Orgânica,,7898923059518,Fruto do Sol,,,,,,,,,,en:brazil,openfoodfacts
nut,,,7898923134055,,,,,,,,,,,en:brazil,openfoodfacts
Miel Elite,,,7898925367994,,en:breakfasts; en:spreads; en:sweet-spreads; en:bee-products; en:farming-products,,,,,,,,,en:brazil; en:france,openfoodfacts
Pulpe d'açaï bio,,,7898925543022,Terraçai,,,,,,,,,,en:brazil; en:france,openfoodfacts
Farine de Manioc,,,7898926304011,,en:plant-based-foods-and-beverages; en:plant-based-foods; en:flours; en:cassava-flour,,,,,,,,,en:brazil; en:france,openfoodfacts
Acquissina Passion,Acquissina Passion,,7898929281234,acquissima,,,,,,,,,,en:brazil,openfoodfacts
Guarana,,,7898931393338,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Loui Pasta de Soja sabor Alho Poro,,,7898935621031,,,,,,,,,,,en:brazil,openfoodfacts
Geléia de Frutas Vermelhas Orgânico,Geléia de Frutas Vermelhas Orgânico,,7898936506504,Orgânico Brasil,,,,,,,,,,en:brazil,openfoodfacts
Geléia de Figo Orgânico,Geléia de Figo Orgânico,,7898936506863,Orgânico Brasil,,,,,,,,,,en:brazil,openfoodfacts
Quinoa rouge,,,7898937699939,,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:seeds; en:cereals-and-their-products,,,,,,,,,en:brazil; en:france,openfoodfacts
bem me quer,,,7898937868441,,,,,,,,,,,en:brazil,openfoodfacts
Chocolate Orgânico 75%,Chocolate Orgânico 75%,,7898938940016,Amma Todos os Santos,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dark-chocolates,,,,,,,,,en:brazil; en:france,openfoodfacts
Chocolate Orgânico 85%,,,7898938940054,"Amma, Amma Chocolate",en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dark-chocolates,,,,,,,,,en:brazil; en:france,openfoodfacts
Leite UHT DESNATADO,Leite UHT DESNATADO,Leite UHT DESNATADO,7898939247039,Leitíssimo,en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:dairies; en:milks-liquid-and-powder,,,,,,,,,en:brazil; en:france,openfoodfacts
Acucar Mascavo Organic 500GR,,,7898941084219,Organic Sauda Natural,en:sweeteners; en:sugars; en:cane-sugar; pt:ingredientes-para-confeitaria; pt:mercearias,,,,,,,,,en:brazil; en:france,openfoodfacts
Enfamil,,,7898941911850,Mead johnson,,,,,,,,,,en:brazil,openfoodfacts
Sardinha com Óleo,Sardinha com Óleo,,7898943163011,Robinson Crusoe,en:seafood; en:fishes-and-their-products; en:canned-foods; en:fishes; en:fatty-fishes,,,,,,,,,en:brazil; en:france,openfoodfacts
Molto de pimenta cremoso,,,7898943849014,,,,,,,,,,,en:brazil; en:france,openfoodfacts
split acai,,,7898945186070,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Molho de pimenta com tucupi,,,7898949473084,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Tapioca,,,7898949620013,,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:vegetables-based-foods; en:vegetables,,,,,,,,,en:brazil; en:france,openfoodfacts
Biscoito Champagne Tradicional,Biscoito Champagne Tradicional,,7898950172150,Porto Alegre,,,,,,,,,,en:brazil,openfoodfacts
Tomate Red Grape,Tomate Red Grape,,7898950248091,Agro Ciro,,,,,,,,,,en:brazil,openfoodfacts
Refrigerante de Guaraná Orgânico,Refrigerante de Guaraná Orgânico,Organic Guarana Soda,7898950338020,Wewi,en:beverages; en:dietary-supplements; en:energy-drinks,,,,,,,,,en:brazil,openfoodfacts
Mix Healthy Snack,Mix Healthy Snack,,7898950834034,Healthy Snack,,,,,,,,,,en:brazil,openfoodfacts
Karoço com Guaraná,Karoço com Guaraná,,7898951261013,smartaçaí,,,,,,,,,,en:brazil,openfoodfacts
Green Gelateria Orgânica Morango,Green Gelateria Orgânica Morango,,7898953854190,Green,,,,,,,,,,en:brazil,openfoodfacts
Bebida Laranja Life Mix Caixa 1l,Bebida Laranja Life Mix Caixa 1l,,7898954360010,LUMINUS LIFE,,,,,,,,,,en:brazil,openfoodfacts
Bebida Manga Life Mix Caixa 1l,Bebida Manga Life Mix Caixa 1l,,7898954360027,LUMINUS LIFE,,,,,,,,,,en:brazil,openfoodfacts
Bebida Pêssego Life Mix Caixa 1l,Bebida Pêssego Life Mix Caixa 1l,,7898954360034,LUMINUS LIFE,,,,,,,,,,en:brazil,openfoodfacts
Tomate sem pele,,Tomate sem pele,7898955566558,Oba,,,,,,,,,,en:brazil,openfoodfacts
Frontera Tex Mex Tortilha,Frontera Tex Mex Tortilha,,7898957617012,"Latinex,nv snack food poco loco,frontera",en:snacks; en:salty-snacks; en:appetizers; en:chips-and-fries; pt:salgados,,,,,,,,,en:brazil,openfoodfacts
Tapioca Hidratada da Terrinha 500g,Tapioca Hidratada da Terrinha 500g,Tapioca,7898994081623,Da Terrinha,en:plant-based-foods-and-beverages; en:plant-based-foods; en:starches; en:tapioca,,,,,,,,,en:brazil; en:portugal,openfoodfacts
Bahia Chocolate 80% Com Açúcar De Coco Quetzal - 80G,,,7898994626619,Quetzal,,,,,,,,,,en:brazil; en:france,openfoodfacts
Biscoitos Amanteigados,Biscoitos Amanteigados,,7899070530011,Garcéa,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
"Bebida de Coco Obrigado! - Banana, Morango e Linhaca",,,7899732700134,Obrigado,en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:dairy-substitutes; en:milk-substitutes,,,,,,,,,en:brazil,openfoodfacts
Agua de coco integral,,,7899732700301,Obrigado,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:non-alcoholic-beverages; en:unsweetened-beverages,,,,,,,,,en:brazil,openfoodfacts
obrigado,,obrigado,7899732700578,Obrigado,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:coconut-waters,,,,,,,,,en:brazil; en:france,openfoodfacts
Obrigado Pure Coconut Water 350ml,,,7899732701018,Obrigado,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:coconut-waters,,,,,,,,,en:brazil; en:france,openfoodfacts
Coconut Water Mango Flavor,,,7899732701056,Obrigado,en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:non-alcoholic-beverages; en:coconut-waters,,,,,,,,,en:brazil; en:france,openfoodfacts
Datte Deglet Nour,,,7899846031797,La Maison Du Fruit Sec,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:fruits-based-foods; en:dried-products,,,,,,,,,en:brazil; en:france,openfoodfacts
Sal Cisne Refinado Extra,Sal Cisne Refinado Extra,,78903180,Cisne,,,,,,,,,,en:brazil,openfoodfacts
Talento Amêndoas e Passas,Talento Amêndoas e Passas,,78907492,"Garoto,Talento",en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:milk-chocolates,,,,,,,,,en:bolivia; en:brazil; en:colombia,openfoodfacts
Guarana Antarctica,Guarana Antarctica,,78910942,GUARANA ANTARCTICA,en:beverages-and-beverages-preparations; en:beverages; en:carbonated-drinks; en:sodas,,,,,,,,,en:brazil,openfoodfacts
Danone,,Danone,78913554,,,,,,,,,,,en:brazil,openfoodfacts
Amor Sing`s,Amor Sing`s,,78916081,Amor,,,,,,,,,,en:brazil,openfoodfacts
Talento Intense Amêndoas,Talento Intense Amêndoas,,78918566,"Garoto,Chocolates Garoto",en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:chocolates; en:dark-chocolates,,,,,,,,,en:brazil,openfoodfacts
Pesto alla Genovese,,Pesto alla Genovese,8001250099198,De Cecco,en:condiments; en:fats; en:sauces; en:pestos; en:green-pestos,,,,,,,,,en:brazil; en:france; en:germany,openfoodfacts
Magie di pasta paccheri napoletani,,,8004350138781,Pasta Zara,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:pastas,,,,,,,,,en:brazil,openfoodfacts
Fettuccine 12,,Fettuccine 12,8005121000122,Divella,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:pastas,,,,,,,,,en:albania; en:argentina; en:australia,openfoodfacts
Gomiti 53,,Gomiti 53,8005121000535,Divella,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:pastas,,,,,,,,,en:albania; en:argentina; en:australia,openfoodfacts
Lasagne 109,,Lasagne 109,8005121041095,Divella,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:pastas,,,,,,,,,en:bolivia; en:brazil; en:france,openfoodfacts
Sale iodato di Sicilia,Sale iodato di Sicilia,Sale Bianco di Sicilia,8006614091177,Collítali,en:condiments; en:salts; en:sea-salts,,,,,,,,,en:brazil,openfoodfacts
Azeite It Ev Verd500,Azeite It Ev Verd500,,8007150906086,Olitalia,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fats; en:vegetable-fats; en:olive-tree-products,,,,,,,,,en:brazil,openfoodfacts
Nudeln Spaghetti,,Spaghetti n1,8011780000922,Riscossa,en:meals; en:grain-based-meals,,,,,,,,,en:brazil; en:france; en:germany,openfoodfacts
Chocolate,Chocolate,SCHOKOLADE,80177609,kinder,en:snacks; en:sweet-snacks; en:cocoa-and-its-products; en:confectioneries; en:chocolate-candies,,,,,,,,,en:algeria; en:australia; en:brazil,openfoodfacts
N-Bucatini n°9,,Macarrão Grano Duro,8076800315097,Barilla,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:pastas,,,,,,,,,en:brazil; en:germany; en:italy,openfoodfacts
Pâtes spaghetti au blé complet integral 500g,,Spaghettis complètes,8076809529419,Barilla,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:pastas,,,,,,,,,en:austria; en:belgium; en:brazil,openfoodfacts
Massa Italiana para Lasanha BARILLA,Massa Italiana para Lasanha BARILLA,Lasagne n.189,8076809542517,Barilla,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:pastas,,,,,,,,,en:austria; en:brazil; en:france,openfoodfacts
Azeite De Oliva Tipo único Clássico Espanhol Carbonell Lata 500ml,Azeite De Oliva Tipo único Clássico Espanhol Carbonell Lata 500ml,,8410010811749,CARBONELL,,,,,,,,,,en:brazil,openfoodfacts
Azeite de Oliva Extra Virgem,Azeite de Oliva Extra Virgem,,8410010813729,Carbonell,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fats; en:vegetable-fats; en:olive-tree-products,,,,,,,,,en:bolivia; en:brazil,openfoodfacts
Sopa Juliana,,,8410770022058,Trevijano,en:plant-based-foods-and-beverages; en:plant-based-foods; en:fruits-and-vegetables-based-foods; en:meals; en:dried-products,,,,,,,,,en:brazil; en:denmark; en:france,openfoodfacts
Pocky Mango Sticks 25 GR,,,8851019010229,"Glico, Pocky",en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits,,,,,,,,,en:brazil; en:france,openfoodfacts
Uniâo,,,7891910030194,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Cookies Integrales Bauducco Cacao Y Avellana 140 G,,,7891962042275,Bauducco,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil; en:france,openfoodfacts
Brazilian Delights Açai,,,7896259415817,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Brazilian Delights Mango,,,7896259415848,,,,,,,,,,,en:brazil; en:france,openfoodfacts
Brazilian Delights Papaya,,,7896259415855,,,,,,,,,,,en:brazil; en:france,openfoodfacts
DIVELLA Arroz Arbório Divella Italiano,DIVELLA Arroz Arbório Divella Italiano,DIVELLA Arroz Arbório Divella Italiano,8005121218107,Divella,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:seeds; en:cereals-and-their-products,,,,,,,,,en:brazil,openfoodfacts
Manteiga Itambé 500g,Manteiga Itambé 500g,Manteiga de Primeira Qualidade com Sal,7896051135425,Itambé,en:dairies; en:fats; en:spreads; en:spreadable-fats; en:animal-fats,,,,,,,,,en:brazil,openfoodfacts
Barra de Nuts com sementes e coco,Barra de Nuts com sementes e coco,,7576313008598,Cuida Bem,pt:barra-cereais; pt:barra-de-castanhas; pt:barra-de-nozes,,,,,,,,,en:brazil,openfoodfacts
Granola Integral Cereais Maltados,Granola Integral Cereais Maltados,Granola Jasmine,7896283001093,Jasmine,en:plant-based-foods-and-beverages; en:plant-based-foods; en:breakfasts; en:cereals-and-potatoes; en:cereals-and-their-products,,,,,,,,,en:brazil,openfoodfacts
